x  y  hole  sz
1 1 0.179519024776 0.24931505511
1 2 0.17952047717099995 -0.249313671278
1 3 0.17952055755899998 0.249311097931
1 4 0.17952085890199998 -0.249310211852
2 1 0.22187392778799997 0.0384106904931
2 2 0.221875869361 -0.0384106866081
2 3 0.22187676210200002 0.0384167576688
2 4 0.22187898301700004 -0.0384158107778
3 1 0.179444840338 -0.149833366163
3 2 0.179449136698 0.149830716763
3 3 0.179451411153 -0.149813446185
3 4 0.17945616645499995 0.149811741315
4 1 0.21003601368199998 0.0515450925914
4 2 0.21004397139200004 -0.051539874044
4 3 0.21005086236299997 0.0515175128481
4 4 0.21005604472899997 -0.0515133198036
5 1 0.19864713127800004 0.072971182981
5 2 0.198653400958 -0.0729700281465
5 3 0.19865404817099996 0.0729683787317
5 4 0.19865761505299995 -0.0729669597331
6 1 0.19393762235199996 -0.0791465632911
6 2 0.19394578097100001 0.0791393466027
6 3 0.193949651234 -0.0791229813618
6 4 0.19395324897599997 0.0791164695246
7 1 0.21068253477800003 -0.0118079733768
7 2 0.21069141850100004 0.0118086517988
7 3 0.21069422833700002 -0.0118260133034
7 4 0.21069645187700003 0.011822785948
8 1 0.189820421279 0.0690062420024
8 2 0.18982770177099995 -0.0690001730506
8 3 0.189828796849 0.0689951319085
8 4 0.18982967312300003 -0.0689913160644
9 1 0.20777606771900003 -0.0314845712985
9 2 0.20778401796199997 0.0314816100052
9 3 0.20778944570000002 -0.0314671288547
9 4 0.20779045815599995 0.031465492983
10 1 0.19966571892200002 -0.040599918336
10 2 0.199672411768 0.0405986040552
10 3 0.19967142613199995 -0.0406106247026
10 4 0.19967226052999998 0.0406059753683
11 1 0.19516152763100003 0.0532369223082
11 2 0.19516867622699996 -0.0532335560124
11 3 0.195171927761 0.0532310804624
11 4 0.195173670134 -0.0532269448609
12 1 0.210713739813 0.00521269181681
12 2 0.21071919383000004 -0.00520963845992
12 3 0.21071931825199997 0.00522449369217
12 4 0.210716853978 -0.00522146190296
13 1 0.190250006797 -0.0555392602334
13 2 0.19025454701599998 0.0555413037855
13 3 0.19025381825800003 -0.0555494468376
13 4 0.19025208466200005 0.05555170963
14 1 0.20823926928900005 0.0277082277563
14 2 0.20824508210000003 -0.0277100817705
14 3 0.20824457922200001 0.0277074975767
14 4 0.20824343179899996 -0.0277072034782
15 1 0.19947502218299995 0.0379021453787
15 2 0.19947575758500002 -0.0379027090397
15 3 0.199471253518 0.037913642828
15 4 0.19946654565400002 -0.0379163379837
16 1 0.19278053478199997 -0.0542902733905
16 2 0.19277988800199997 0.0542917611231
16 3 0.19278318224500002 -0.0543047377346
16 4 0.19277900957100003 0.0543072068729
17 1 0.21681021786300003 -0.0105774477192
17 2 0.21681023052799997 0.0105764800357
17 3 0.21680360774999996 -0.0105837530931
17 4 0.216798648759 0.0105843152508
18 1 0.18081296012000003 0.0557254097794
18 2 0.180807649046 -0.0557262687445
18 3 0.18080155054199998 0.0557372686434
18 4 0.18079489586200004 -0.0557370143751
19 1 0.20643418188999996 -0.0361116897213
19 2 0.206428402533 0.0361106435748
19 3 0.20642814690800004 -0.0361118760135
19 4 0.20642408034000004 0.0361091096703
20 1 0.226522671839 -0.0458526059626
20 2 0.22652145063700002 0.045848661663
20 3 0.226522057173 -0.0458544974013
20 4 0.226519293766 0.0458500723252
