x  y  hole  sz
1 1 0.179876990407 0.255879346079
1 2 0.179877574785 -0.255880539173
1 3 0.17987768108000002 0.255877940211
1 4 0.17987797208599998 -0.255879254791
2 1 0.22251384720400003 0.0448782409045
2 2 0.22251484202299998 -0.0448805828467
2 3 0.22251458387900003 0.0448817205729
2 4 0.222515711613 -0.0448836622229
3 1 0.18059705931400005 -0.16343576836
3 2 0.180598736365 0.163440044595
3 3 0.18059880828200003 -0.163431801667
3 4 0.18060045304600003 0.163437294424
4 1 0.21054217830599997 0.0556307564855
4 2 0.21054525761999998 -0.0556315891517
4 3 0.21054741464299997 0.0556254613739
4 4 0.21054971589399996 -0.0556275273998
5 1 0.198863005596 0.0921378734385
5 2 0.19886538697400002 -0.0921459391575
5 3 0.19886473543000005 0.0921436979751
5 4 0.19886618591000005 -0.0921532162418
6 1 0.19489835982000003 -0.0967441870564
6 2 0.194901238182 0.0967514787778
6 3 0.19490234812899998 -0.0967497209744
6 4 0.19490329103500004 0.09675921367
7 1 0.21081510818000004 -0.0226645133586
7 2 0.210818465668 0.0226691184264
7 3 0.210819130641 -0.022668918325
7 4 0.210820689821 0.0226736630641
8 1 0.19062316335999996 0.0949786391262
8 2 0.19062525197900004 -0.0949890571901
8 3 0.19062466293400004 0.0949949934133
8 4 0.19062444255099997 -0.0950061062513
9 1 0.207331030712 -0.0365945351043
9 2 0.207334454495 0.036596949792
9 3 0.20733652421000004 -0.0366005238999
9 4 0.20733748437099997 0.036604084909
10 1 0.20013234514 -0.0638264324186
10 2 0.20013447389399996 0.0638338982302
10 3 0.20013325664299997 -0.0638402887616
10 4 0.20013327503599998 0.0638485505989
11 1 0.196245488777 0.0682521049531
11 2 0.19624786455700005 -0.0682573043921
11 3 0.19624901238799997 0.0682670901286
11 4 0.19624851293099999 -0.0682730419809
12 1 0.20938158064800005 0.014774706265
12 2 0.20938424324399996 -0.0147765470548
12 3 0.209384996138 0.0147779530397
12 4 0.20938473926099999 -0.0147792381445
13 1 0.19071934265 -0.0733833819586
13 2 0.190720534507 0.0733888493702
13 3 0.19071903922800004 -0.0734011297973
13 4 0.19071741057900005 0.0734057557699
14 1 0.209150647335 0.0263930215708
14 2 0.20915234590499998 -0.0263933684049
14 3 0.20915374586299995 0.0263997021287
14 4 0.20915339401800004 -0.0264009315044
15 1 0.19852669337700002 0.04727559221
15 2 0.19852707293299998 -0.0472776918852
15 3 0.19852584310599997 0.0472858544553
15 4 0.19852401505999995 -0.0472874231865
16 1 0.19258407495600005 -0.0578011787682
16 2 0.19258403515699996 0.0578019741051
16 3 0.19258485171899997 -0.0578145275417
16 4 0.19258267692999997 0.0578157920206
17 1 0.21733444039500005 -0.0156722869403
17 2 0.217333508806 0.0156720315033
17 3 0.21733243876599995 -0.0156732609542
17 4 0.21733014487000002 0.0156731658888
18 1 0.18062419315 0.0555339708856
18 2 0.180621541785 -0.0555332307794
18 3 0.18061858660999996 0.0555409458306
18 4 0.18061556689900005 -0.0555395362164
19 1 0.20600652959300003 -0.0335999365535
19 2 0.206004469709 0.0336000895798
19 3 0.206004885704 -0.0336037408449
19 4 0.20600334112600005 0.0336036733296
20 1 0.22618473148700002 -0.0463484183718
20 2 0.226183927944 0.046346379875
20 3 0.22618412851699998 -0.0463480167112
20 4 0.22618265001100002 0.0463460400111
