x  y  hole  sz
1 1 0.160518635044 0.273059451
1 2 0.16051933782799999 -0.27306678996
1 3 0.160511542791 0.273066833788
1 4 0.160511423818 -0.273074326917
2 1 0.215789634831 0.0167800631633
2 2 0.21579369366599999 -0.0167812745451
2 3 0.21579198172799996 0.0167870738565
2 4 0.215796939465 -0.0167890840403
3 1 0.17662898312800002 -0.161148805028
3 2 0.176634747639 0.161173608829
3 3 0.17663560316899996 -0.161160345236
3 4 0.17664048712799996 0.161182688245
4 1 0.19604599262300004 0.10279549896
4 2 0.19605706387800004 -0.102812827417
4 3 0.19603123879700002 0.102832899001
4 4 0.19603984051800005 -0.102847107391
5 1 0.20897071658300004 0.0455686639498
5 2 0.20898624354700002 -0.0455953668965
5 3 0.20899031973000004 0.0455678692383
5 4 0.20899899886999995 -0.0455858977786
6 1 0.19528522215300004 -0.112614659163
6 2 0.19530152980600002 0.112661977813
6 3 0.19529863642599998 -0.112675530287
6 4 0.19529924252700004 0.112717707228
7 1 0.21106605055899996 0.0607673135134
7 2 0.21108635586500002 -0.060774177348
7 3 0.211051231136 0.0608803266378
7 4 0.21105404062400002 -0.0608962825478
8 1 0.21512583877400004 0.0410816353231
8 2 0.21515063293900005 -0.041117516623
8 3 0.21517284868499997 0.041024312721
8 4 0.21517439107799996 -0.0410556900554
9 1 0.20780583073299996 -0.0873385061916
9 2 0.20782844422500002 0.0873589876309
9 3 0.20782482191399998 -0.0874308431816
9 4 0.20781971522200005 0.0874526080781
10 1 0.21349978174499995 0.0537233896929
10 2 0.21352218454899996 -0.0537158035117
10 3 0.21348714438799998 0.0539171728518
10 4 0.21347927055799998 -0.0539026729851
11 1 0.21694924431399998 0.029631208232
11 2 0.21696893943200002 -0.0296332792791
11 3 0.21700565566999996 0.0295078533268
11 4 0.21699723488900002 -0.0295229477227
12 1 0.20448005556100002 -0.0786674607678
12 2 0.20449173870100001 0.0786555051094
12 3 0.204487636491 -0.0787401631994
12 4 0.20447569273900001 0.0787231130086
13 1 0.20588328220200003 0.0545455826136
13 2 0.20589008504899997 -0.0545407437302
13 3 0.205860202105 0.0547285906885
13 4 0.20584353180000003 -0.0547015188761
14 1 0.21237679823099997 0.029295886355
14 2 0.21237962570699997 -0.0292812653687
14 3 0.21241989898400004 0.0291817098508
14 4 0.21240577960999996 -0.0291891975915
15 1 0.19002112834700002 -0.0767749755802
15 2 0.190020809274 0.0767482615791
15 3 0.19001918729300005 -0.0768054877879
15 4 0.190005936724 0.0767774101247
16 1 0.19865665504499996 0.0464728102681
16 2 0.198653906125 -0.046466943167
16 3 0.19864240916599996 0.0465574948957
16 4 0.19863042565599998 -0.0465353942288
17 1 0.204550893299 0.0433426505701
17 2 0.20454573415199995 -0.0433263250345
17 3 0.20457202344699998 0.0433018923542
17 4 0.20456102275300003 -0.0433005502798
18 1 0.17297762962399998 -0.0701635324046
18 2 0.17297217171799995 0.0701481350071
18 3 0.17297118039399995 -0.0701733837109
18 4 0.17296385581399998 0.0701553935852
19 1 0.20052537342599996 0.032665754561
19 2 0.200519519175 -0.0326621877449
19 3 0.20051766009100003 0.0326819615439
19 4 0.20051432589100004 -0.0326734808774
20 1 0.207541177239 0.0613667913093
20 2 0.20753971844600005 -0.0613548100433
20 3 0.20754815806000004 0.0613629739791
20 4 0.20754497668500005 -0.0613516377695
