2.805549661647732673e-02 8.073537164949114902e-04
2.778194260904454094e-02 8.619075470977407812e-04
2.829093858707198983e-02 8.433032775023654873e-04
2.891589719563070204e-02 1.104523853687310779e-03
7.963888602704938258e-02 8.631471695964815878e-04
7.653002769149941376e-02 9.469969508633254394e-04
8.085767355239725784e-02 2.083638903400359798e-03
7.808115999687958997e-02 1.553890699328032811e-03
1.282804845531828608e-01 1.099806846013359025e-03
1.286598701629380059e-01 1.704199269521435543e-03
1.296252572969578409e-01 1.327856662511819365e-03
1.307998973466111270e-01 1.560596205551934880e-03
1.683768438048989236e-01 1.449155003113645991e-03
1.698811587758783936e-01 1.376078613137894603e-03
1.687805036160576755e-01 1.803959303500461686e-03
1.715552340651554930e-01 1.813130474497014200e-03
1.839962492843354447e-01 1.682923068630551777e-03
1.830655300654135953e-01 2.146433101392818728e-03
1.856249179711975117e-01 2.152070205458216697e-03
1.881491243303690108e-01 1.339484082222630558e-03
1.700268656426215941e-01 8.570575167482190207e-04
1.681627108902206125e-01 1.372616515895809909e-03
1.701344017055479441e-01 1.376361700760348828e-03
1.694165105935229176e-01 8.788086097567903267e-04
1.373847397715661778e-01 8.771994203566110121e-04
1.375100649056286706e-01 1.754192556898188926e-03
1.390730182835611117e-01 1.518613858142081737e-03
1.388603564576644800e-01 1.627945695065771215e-03
1.119746872468165844e-01 1.498307667422095609e-03
1.122429338077797212e-01 1.554322537231585949e-03
1.122211612597983077e-01 1.897776104315934036e-03
1.122863944090906063e-01 1.362916521163715739e-03
1.108111098802055938e-01 1.348402568248936685e-03
1.161261380935474374e-01 1.202235215870551535e-03
1.146747535733836365e-01 1.267870111713781823e-03
1.157755175572163786e-01 1.003209620358973091e-03
1.438721714946041841e-01 1.647434066883775999e-03
1.409753420448303096e-01 1.271429504347096340e-03
1.403979552981791112e-01 1.410132173080817829e-03
1.444301329267627665e-01 9.714978025926976910e-04
1.685997492917614693e-01 1.776537434453875561e-03
1.730634289906280987e-01 1.091107194413860676e-03
1.709851976620948566e-01 1.885489731991240583e-03
1.707303319498238992e-01 1.356090575659347347e-03
1.768966898989994263e-01 1.733850096967426598e-03
1.818726334264222366e-01 1.178399190886534557e-03
1.845014982612387389e-01 1.207937349058222287e-03
1.823720450426056239e-01 1.318340347411263479e-03
1.602129955606235168e-01 1.560149983802035754e-03
1.612974961601223445e-01 1.691317897363340877e-03
1.619382812704374119e-01 1.013600334907181983e-03
1.610923781387050280e-01 1.416627979677857882e-03
1.227339896893410165e-01 1.885503222831257748e-03
1.208511072176179368e-01 1.399210701160149596e-03
1.216040500679238523e-01 1.708090517831970011e-03
1.222784162131913543e-01 9.832153564793162919e-04
7.188059279416625369e-02 7.810284242363652388e-04
7.170800652247033558e-02 1.578789836557888864e-03
7.072315180475730045e-02 1.349563002027954215e-03
7.061729888640178032e-02 1.312448906874002239e-03
2.589711199913169448e-02 7.891405414992561573e-04
2.626680613685350441e-02 6.573798909133184154e-04
2.551129458319734145e-02 6.847355971543396579e-04
2.506138903989130196e-02 4.358487390611629820e-04
