3.835173519116243379e-01 1.127783505743495431e-02
-3.649298593471143048e-01 8.827939386636684399e-03
3.629986789320222007e-01 1.201861971300120964e-02
-3.570739905358346067e-01 7.470818685277064858e-03
3.885843409481797850e-01 8.466690954077251904e-03
-3.768423720154214229e-01 7.942339193121568733e-03
3.948694893181811660e-01 1.156987068377154752e-02
-3.647906636114847112e-01 1.771434288405033392e-02
-2.837026068810483692e-01 1.465446603630789733e-02
2.355460790762138046e-01 1.825356903996608673e-02
-2.474524970780292987e-01 1.878246196837479037e-02
2.270776747161386555e-01 2.361299619808484088e-02
-2.919178668192648485e-01 1.108161090570322811e-02
2.929651128739463317e-01 1.036376745796412265e-02
-2.959227583834945774e-01 1.025944140925356615e-02
2.600108028832902596e-01 1.900221840608934051e-02
1.620834680175536613e-01 1.547131541099650877e-02
-1.376657562427577031e-01 2.597297455642505123e-02
1.762050963920833990e-01 1.841532845657406492e-02
-1.221975281873882435e-01 2.040999193445832208e-02
1.539813522916770872e-01 2.492283807158757192e-02
-1.764605183625182483e-01 1.871894330054876127e-02
1.479250893739149919e-01 1.946096811584464500e-02
-1.087374510268162009e-01 1.555949629061146623e-02
1.115398682966425858e-02 2.321030165582739849e-02
-3.411726666489264814e-02 1.986495557467653564e-02
-1.921756726683293559e-03 2.224362503552798631e-02
3.613072123395205670e-02 1.538900975141319072e-02
-7.945832191379065268e-03 2.020533180560141195e-02
-2.200485133275845162e-02 2.181368060488411351e-02
3.479847422490717213e-03 2.223778134537566717e-02
-2.778320799016700815e-02 2.878471647847721457e-02
-1.239942722392652907e-01 1.508846266211296729e-02
9.926898026105673845e-02 2.114433673983125497e-02
-1.116135475184765469e-01 1.774700152505344006e-02
8.492406026511817307e-02 2.433391787824167041e-02
-8.520665901889631910e-02 2.106146426799677951e-02
1.303874672607181762e-01 1.525317771681150569e-02
-1.351465748847021087e-01 3.138664955298813702e-02
1.202399440783789575e-01 2.193110036875138211e-02
1.910444390621002797e-01 2.544196962110881199e-02
-1.975021625613368748e-01 2.039732522640989518e-02
1.629136137837530474e-01 1.667317243796759968e-02
-1.795858544848195071e-01 1.979772105310109373e-02
2.051113956588068166e-01 2.102357458180611691e-02
-1.971241315825442708e-01 2.411100531165188618e-02
2.189025629033757026e-01 2.440773396195064157e-02
-1.750276775397420492e-01 2.396520186814824968e-02
-2.403219693852700067e-01 1.534390996399043194e-02
2.321882758606215735e-01 1.847477344468751240e-02
-2.204782295203176756e-01 1.444862670106393000e-02
2.288118100449557102e-01 1.976884991858275306e-02
-2.606097025398800837e-01 1.887492604650584799e-02
1.927701702930250394e-01 2.522262467403867461e-02
-2.179755698494894589e-01 1.940807413094109216e-02
1.990766736994198371e-01 2.172223760205285389e-02
1.922891627149480587e-01 2.636288775917397520e-02
-1.447185661244030919e-01 2.944821986505594125e-02
2.007824661790401088e-01 1.660384849956261441e-02
-1.964710588748267983e-01 1.866231860363937525e-02
1.985381329683265361e-01 2.064996054570900769e-02
-1.521025042711030284e-01 2.180563558400222188e-02
1.907294994201051974e-01 1.783655397475555904e-02
-1.892331046294319363e-01 2.448139566755951416e-02
-1.252487541171061758e-01 1.496288423271314311e-02
7.806422925081021869e-02 2.459574931118978236e-02
-8.253831746541714920e-02 1.598210736638798132e-02
6.661287684085900884e-02 2.143627416461151014e-02
-6.465704350145806689e-02 2.016280141394466430e-02
5.954158437389686642e-02 3.120169392045323356e-02
-8.616652090754892135e-02 3.079671897301805572e-02
6.304346327090140645e-02 1.933193973916952010e-02
-2.486393017803459338e-02 3.231428464280586277e-02
7.883189297100851034e-02 2.517604468469483367e-02
-3.967218308246975300e-02 3.151379820327010473e-02
2.551888048447295554e-02 2.220243787188960413e-02
-6.423880010266661000e-02 1.661812327608701984e-02
6.131748557514582476e-02 1.829172419794115531e-02
-4.413474279010209944e-02 2.222325642641818574e-02
1.523336406154413014e-02 2.167511983702507042e-02
1.089865145176078243e-01 2.308342067385412213e-02
-1.609112979982825764e-01 1.675013760654131198e-02
1.418468270293954114e-01 2.139562697032724656e-02
