4.127208840621399144e-02 3.906989955021929195e-03
3.481282335119839644e-02 4.954144066440167339e-03
3.497705490996261268e-02 3.375854302458342841e-03
3.612097112497481000e-02 3.729973396574709846e-03
3.853679173971058525e-02 6.204018371639578866e-03
3.636304368649079244e-02 3.914842627657105951e-03
3.973318522813040765e-02 5.282031170584990110e-03
4.824860911895090254e-02 8.338875248528197087e-03
1.175451958572573119e-01 8.890273900750943203e-03
9.413204563457755469e-02 6.457353106587074981e-03
9.110576214487087210e-02 5.030914070319588739e-03
1.070737248112164641e-01 8.817900931153973415e-03
9.279603130787528187e-02 1.292538108469071072e-02
8.386903607019235984e-02 5.416421869656751382e-03
8.679123334634364362e-02 6.007127541245247532e-03
1.015085031081695011e-01 6.413052654399289780e-03
1.231044850506803900e-01 6.746566964324449134e-03
1.368651927324420203e-01 8.514137333283869000e-03
1.280045557017841507e-01 8.085281791895307726e-03
1.223876366073504141e-01 8.609479689232084343e-03
1.302319706331623861e-01 9.037776798415397134e-03
1.300199319227842709e-01 1.050887699324543068e-02
1.384886580518762678e-01 9.108422814569114984e-03
1.221796227479503560e-01 7.676332791277085642e-03
1.256222130951643035e-01 8.520628954205225827e-03
1.328884674508040709e-01 8.424231997580236206e-03
1.320147783328934343e-01 4.036165422485786351e-03
1.395905430535500091e-01 1.059717678306417062e-02
1.298248228204181842e-01 5.925829027139936644e-03
1.286276706154266813e-01 6.381812076908899116e-03
1.381604306816128780e-01 6.354806745354553421e-03
1.304657577785965916e-01 5.835840755869545898e-03
1.351640315668228842e-01 7.140582875786796735e-03
1.439124431876992460e-01 1.445424571524662853e-02
1.359528133979819309e-01 5.790745913930484164e-03
1.338594015322884800e-01 8.642318401256315896e-03
1.326602198247401887e-01 9.585716197735176525e-03
1.243003750002693586e-01 7.528873263192809723e-03
1.401257350090485687e-01 6.338337577621506493e-03
1.312975296674004921e-01 8.234494641847193638e-03
1.489176667141085542e-01 8.241353523693078359e-03
1.471377738254391332e-01 9.858922729728995110e-03
1.200959454407779514e-01 7.257634799699452278e-03
1.294059896192848447e-01 6.052094591769797277e-03
1.506589607311633605e-01 6.159423728359245988e-03
1.435813110481420907e-01 7.739300955711015707e-03
1.229591982484561363e-01 1.135327273334861033e-02
1.430568969525056744e-01 1.028814592860819235e-02
1.415141814294641476e-01 8.678588107055811365e-03
1.267411696329112658e-01 4.690698756211073017e-03
1.363290350711112708e-01 7.992272143216697100e-03
1.329682501907718528e-01 7.578041460568677584e-03
1.434275313522594963e-01 7.066315044528501642e-03
1.308790303006710509e-01 6.084914361525503405e-03
1.444936504528158139e-01 1.001911657725839712e-02
1.431848194099288873e-01 9.616671376145245406e-03
1.201321480361061678e-01 4.818120996657229357e-03
1.339407306122044616e-01 7.763873290058298689e-03
1.375786786049570942e-01 5.412943770296353534e-03
1.249946076217969271e-01 7.252722893241327767e-03
1.354987852277302895e-01 6.402894810010718342e-03
1.346748959129896450e-01 4.894930252564970267e-03
