7.069999999999999896e-03 7.930999999999998815e-03 2.059918177986689181e-03
1.413999999999999979e-02 1.013199999999999865e-02 1.710277345929600784e-03
2.120999999999999969e-02 1.202399999999999823e-02 1.215006337432031564e-03
2.827999999999999958e-02 1.401799999999999921e-02 1.165534040686929057e-03
3.536000000000000254e-02 1.521499999999999936e-02 1.079258773418127109e-03
4.243000000000000244e-02 1.657399999999999499e-02 1.346321432645265249e-03
4.950000000000000233e-02 1.824699999999999933e-02 1.091192971018417092e-03
5.657000000000000223e-02 1.965100000000000180e-02 1.180501545954091430e-03
6.364000000000000212e-02 2.109499999999999570e-02 9.468645626487454722e-04
7.070999999999999508e-02 2.279499999999999929e-02 1.092086306113211744e-03
7.778000000000000191e-02 2.374599999999999975e-02 1.017631760510647474e-03
8.484999999999999487e-02 2.469299999999999967e-02 9.445004499734236747e-04
9.192000000000000171e-02 2.603899999999999965e-02 8.378137621213916806e-04
9.898999999999999466e-02 2.725800000000000098e-02 9.018068529347069177e-04
1.060699999999999976e-01 2.948999999999999538e-02 1.211973597072147236e-03
1.131400000000000045e-01 3.151400000000000035e-02 1.564234125698579867e-03
1.202099999999999974e-01 3.299399999999999555e-02 1.427767978349423752e-03
1.272800000000000042e-01 3.486500000000000016e-02 1.635371976034810529e-03
1.343499999999999972e-01 3.570600000000000163e-02 1.359792410627445533e-03
1.414199999999999902e-01 3.650100000000000566e-02 1.137266855227918923e-03
