7.069999999999999896e-03 3.495999999999999976e-03 2.068337109854193404e-03
1.413999999999999979e-02 7.525000000000000439e-03 1.792795721770888305e-03
2.120999999999999969e-02 9.813000000000002276e-03 1.521589662162568541e-03
2.827999999999999958e-02 1.268099999999999956e-02 1.464547336210065935e-03
3.536000000000000254e-02 1.407399999999999797e-02 1.079312466341420364e-03
4.243000000000000244e-02 1.537800000000000104e-02 1.113284599731802606e-03
4.950000000000000233e-02 1.733899999999999678e-02 1.120800562098360183e-03
5.657000000000000223e-02 1.916899999999999854e-02 1.301263578219263037e-03
6.364000000000000212e-02 2.074000000000000496e-02 1.332375697766962058e-03
7.070999999999999508e-02 2.252700000000000188e-02 1.516144155415308312e-03
7.778000000000000191e-02 2.378800000000000012e-02 1.437359245282820996e-03
8.484999999999999487e-02 2.500799999999999551e-02 1.484197965232401202e-03
9.192000000000000171e-02 2.605599999999999930e-02 1.281287789686610685e-03
9.898999999999999466e-02 2.720299999999999455e-02 1.219115704106874150e-03
1.060699999999999976e-01 2.961499999999999896e-02 1.104921942944387097e-03
1.131400000000000045e-01 3.151000000000000328e-02 1.202825839429798923e-03
1.202099999999999974e-01 3.220100000000000046e-02 1.326264641766491687e-03
1.272800000000000042e-01 3.381200000000000178e-02 1.479035023249956936e-03
1.343499999999999972e-01 3.430899999999999922e-02 1.393647337026121449e-03
1.414199999999999902e-01 3.425800000000000373e-02 1.578231795396354284e-03
