7.069999999999999896e-03 8.919335992023918330e-03 4.125358812287293828e-03
1.413999999999999979e-02 1.297095712861413321e-02 3.068966748582961906e-03
2.120999999999999969e-02 1.514346161515452496e-02 1.973381523898264794e-03
2.827999999999999958e-02 1.794036390827516078e-02 1.643972719289848007e-03
3.536000000000000254e-02 1.895774277168493088e-02 1.449235827769890499e-03
4.243000000000000244e-02 1.994116849451641957e-02 1.733543523298983723e-03
4.950000000000000233e-02 2.137043668993017856e-02 1.541952215797477189e-03
5.657000000000000223e-02 2.268154735792621279e-02 2.378155121210968198e-03
6.364000000000000212e-02 2.396340777666994964e-02 2.152427379500385270e-03
7.070999999999999508e-02 2.537249052841470537e-02 2.122808458252596359e-03
7.778000000000000191e-02 2.629591625124625548e-02 1.983864665134533068e-03
