0   0.05026204776228006 4.3152997325927867e-05 63.82652117461299 -1.7434821224310981 4.0271204799635646e-05
0.1 0.05003026645853734 1.0351307633826856e-06 63.871253076354 -1.74271478881095 4.4642272682482446e-05
0.2 0.048939520167774316 2.7717417138483497e-05 63.983981296688 -1.7405948361474088 4.091935223429211e-05
0.3 0.04776792186400118 3.503912549417815e-05 64.086780714134 -1.737374877354979 4.1990494965826744e-05
0.4 0.0469183015789524 9.292192254303083e-05 64.228564105592 -1.7333072772075007 4.84046510326408e-05
0.5 0.04671724505024016 7.266548212351079e-05 64.221093591507 -1.7288339966077377 5.789289965756339e-05
0.6 0.04849062472620818 5.300661353052627e-05 64.043787179409 -1.7247263560856931 7.676260980367112e-05
0.7 0.05415790980530526 2.0570153005196323e-05 63.87769260933 -1.721661862350368 9.355315394357079e-05
0.8 0.06442960478497567 0.0005837660744109144 63.756557299144 -1.7207479072536835 9.09432056742432e-05
0.9 0.07045717813284771 0.00017281210184537377 63.735086109161 -1.7220834232550342 6.62093182918433e-05
1.0 0.07210281161172376 0.00017128578548427503 63.707653605885 -1.7229231818792774 6.213319718799682e-05
