x  y  hole  sz
1 1 0.021845585983000015 0.370721478416
1 2 0.019963812669000047 -0.372226118086
1 3 0.020571500022000033 0.371796363864
1 4 0.022750898193000024 -0.370133264289
1 5 0.024012722654999985 0.369362106878
1 6 0.02369750140100002 -0.369508914666
2 1 0.07451974442499998 -0.277033015726
2 2 0.07315892824299997 0.274069529704
2 3 0.07235795895200003 -0.277438646763
2 4 0.07355437718900004 0.281048182159
2 5 0.07335147855299995 -0.284246954144
2 6 0.07449152268299997 0.282042544526
3 1 0.14435940632800004 0.170961288885
3 2 0.15136352674599995 -0.148044223096
3 3 0.14813709990400004 0.15734690339
3 4 0.135312901338 -0.192485308881
3 5 0.12534588704600003 0.215370739015
3 6 0.13093746986300003 -0.205072057866
4 1 0.18692323498100005 -0.0781352588415
4 2 0.19394428618000004 0.0527784843407
4 3 0.191758976869 -0.0617737652855
4 4 0.18020925979199998 0.0980386251024
4 5 0.16780200626200004 -0.131442751354
4 6 0.17276553639500003 0.119880254122
5 1 0.19388983946899996 -0.0173238405336
5 2 0.19165360625399996 0.0343641446333
5 3 0.19391429446200004 -0.0268654234755
5 4 0.19577040799199996 0.00176662327338
5 5 0.19290060113399998 0.0172810598733
5 6 0.19288777222800002 -0.0131936316465
6 1 0.17380337972799997 0.117798602368
6 2 0.16294158213300003 -0.145118861549
6 3 0.16770453310300004 0.13368224512
6 4 0.182041142607 -0.0932279127048
6 5 0.18857102580999996 0.0673107641866
6 6 0.185847840923 -0.0761781555078
7 1 0.13077749275399997 -0.197439119387
7 2 0.12154784855800005 0.218408186565
7 3 0.12410271332699996 -0.212157446148
7 4 0.134190660513 0.184169078785
7 5 0.14042357531799998 -0.158437219467
7 6 0.13847046710099997 0.168172938043
8 1 0.08456643021099997 0.252519999201
8 2 0.084410640295 -0.255887232481
8 3 0.084166755649 0.256058558756
8 4 0.08375839758900006 -0.251974117797
8 5 0.083272187464 0.246604125514
8 6 0.08378945471400001 -0.247293275183
9 1 0.08593515718800004 -0.246646971255
9 2 0.08447067690200005 0.246174247463
9 3 0.08460296631999997 -0.250134411636
9 4 0.086580954948 0.251193285676
9 5 0.08755091988099994 -0.250600341992
9 6 0.08801692291499996 0.248182634576
10 1 0.13736280141 0.177219525371
10 2 0.13914179352699996 -0.165005138227
10 3 0.13551363472400002 0.179747988023
10 4 0.12678187736199997 -0.206317023619
10 5 0.12282540033400002 0.215308858844
10 6 0.12908014042399996 -0.203333321541
11 1 0.17757416021399997 -0.103141172238
11 2 0.18159640431299995 0.0871374544691
11 3 0.17840944944899995 -0.102416407999
11 4 0.16736321037400004 0.135783081478
11 5 0.15913486074399996 -0.154928352493
11 6 0.16632650785400005 0.138216717176
12 1 0.18917549964400004 0.0135771051797
12 2 0.18661323672100005 -0.00234543663749
12 3 0.19070480465399997 0.0175283888389
12 4 0.19245812916399996 -0.040912821575
12 5 0.19010153669899998 0.052712440939
12 6 0.190681737799 -0.0421699099944
13 1 0.17517237799499996 0.100153934699
13 2 0.165384108252 -0.121610406065
13 3 0.174756154015 0.0978901172926
13 4 0.19045831161500004 -0.0531417078054
13 5 0.19556963066800004 0.0357795149998
13 6 0.19064440930299997 -0.0533901782498
14 1 0.13391789817900002 -0.194335243206
14 2 0.12290638488299999 0.215628232511
14 3 0.130350245639 -0.199004888342
14 4 0.14475272581700005 0.161973208862
14 5 0.15161940853400002 -0.139123152273
14 6 0.14731092853500005 0.157136110118
15 1 0.07405234243299996 0.280962519779
15 2 0.07228824920599997 -0.285079166589
15 3 0.07204470734400004 0.283438284357
15 4 0.07139327581300003 -0.278645419661
15 5 0.07099984712700003 0.274625262611
15 6 0.07334747185900004 -0.274982070598
16 1 0.02302306229600004 -0.369856517055
16 2 0.023764830138999993 0.369413693803
16 3 0.02291953239900002 -0.369877106394
16 4 0.02060790027299997 0.371523645351
16 5 0.019458001991000007 -0.372230857749
16 6 0.02080597305099996 0.371236380438
