x  y  hole  sz
1 1 0.019672512791999996 0.347695593587
1 2 0.019671338466999977 -0.347695929446
1 3 0.019664643041999996 0.347707508513
1 4 0.019665712147999947 -0.347706754916
2 1 0.06435301459099996 -0.262804710704
2 2 0.064349382545 0.262805933323
2 3 0.06433859648899998 -0.262829403711
2 4 0.064350758512 0.262816199497
3 1 0.12451102361300004 0.180697135077
3 2 0.12450768367300002 -0.180693947443
3 3 0.12450786365400002 0.180716083559
3 4 0.12452261425199995 -0.180702760629
4 1 0.17788631232899998 -0.0914877727646
4 2 0.17788600314500003 0.0914910461872
4 3 0.17790465212999995 -0.0915003734891
4 4 0.17791350439800002 0.0914922779681
5 1 0.19975654969199996 0.00267820277557
5 2 0.199766220747 -0.00269077788993
5 3 0.19979268364699998 0.00268872667604
5 4 0.19979236147 -0.0026830352636
6 1 0.18075225967999997 0.074836143881
6 2 0.18076765062199995 -0.0748227576129
6 3 0.18077947247899995 0.0748409722098
6 4 0.18076666598400004 -0.0748566971301
7 1 0.13535470447099995 -0.132410875686
7 2 0.13537050644299997 0.132397405398
7 3 0.13535891109099996 -0.132428074061
7 4 0.13533847819900002 0.13244534774
8 1 0.09750675652700003 0.163606872866
8 2 0.09752526173499998 -0.163591007225
8 3 0.09751093602100003 0.163613101263
8 4 0.09748891955100003 -0.163632820887
9 1 0.09750994662300005 -0.163601354767
9 2 0.09753113681799996 0.163587321349
9 3 0.09753164941699999 -0.163592337609
9 4 0.09751153014699998 0.163615276399
10 1 0.135364576746 0.132403146928
10 2 0.13538463625099995 -0.132391681068
10 3 0.13538846152999995 0.132390546648
10 4 0.13536970838700002 -0.132414820769
11 1 0.18077365629800002 -0.0748299077168
11 2 0.180788930771 0.0748193578747
11 3 0.18078362585600005 -0.0748209077494
11 4 0.18076936056000004 0.0748438729551
12 1 0.19979170331600005 -0.00269471074045
12 2 0.199796711455 0.00270384666505
12 3 0.199782628362 -0.0027080322788
12 4 0.199776312793 0.00269591160507
13 1 0.17790929692299995 0.0915219361712
13 2 0.17790105437500003 -0.0915360624874
13 3 0.17788573126399998 0.0915354413245
13 4 0.17788658607600005 -0.091531587643
14 1 0.12450604893299999 -0.18074372889
14 2 0.12449315431800001 0.180753660379
14 3 0.12449483974300002 -0.180728754377
14 4 0.12450103124900003 0.180724939977
15 1 0.06434237967400003 0.262833813277
15 2 0.06433632064999995 -0.262835868013
15 3 0.064349927837 0.262807394568
15 4 0.06435493902 -0.262803933335
16 1 0.019666491972999967 -0.347706254823
16 2 0.01966543052299996 0.34770695443
16 3 0.019672109716999953 -0.347695361079
16 4 0.01967330122300004 0.347695030537
