 -0.36047  -0.35931  -0.34458  -0.35039  -0.35743  -0.34950
 -0.25876  -0.24838  -0.26692  -0.27568  -0.25829  -0.24508
 -0.12068  -0.12354  -0.11682  -0.09208  -0.10887  -0.12034
  0.04183   0.03030   0.02050   0.04156   0.05371   0.04808
  0.19363   0.16536   0.17337   0.17324   0.16684   0.18287
  0.20819   0.20034   0.22464   0.21067   0.22864   0.23973
  0.17339   0.18883   0.18179   0.20319   0.19275   0.18221
  0.10889   0.09674   0.09014   0.08797   0.09169   0.09874
  0.00116  -0.02377  -0.06894  -0.02283  -0.04332  -0.03020
 -0.12714  -0.15335  -0.11143  -0.12517  -0.11651  -0.12036
 -0.15318  -0.15084  -0.09014  -0.13708  -0.14531  -0.16275
 -0.06604  -0.05036  -0.05834  -0.04991  -0.07337  -0.06629
  0.07660   0.07773   0.05141   0.01906   0.03901   0.06137
  0.15093   0.12623   0.12499   0.14046   0.14406   0.14829
  0.11337   0.14180   0.15166   0.16231   0.14697   0.10003
  0.02184   0.04306   0.07160   0.06130   0.03660   0.05050
 -0.07366  -0.06593  -0.05530  -0.07960  -0.08480  -0.09452
 -0.18628  -0.18104  -0.18268  -0.18607  -0.18609  -0.18709
 -0.22351  -0.23127  -0.22421  -0.22510  -0.21907  -0.21815
 -0.18555  -0.17917  -0.16738  -0.15753  -0.17603  -0.20132
 -0.06132  -0.06462  -0.06709  -0.05795  -0.05334  -0.04866
  0.11770   0.09007   0.08691   0.10054   0.11885   0.10608
  0.24495   0.26169   0.24937   0.24171   0.25146   0.25262
  0.35767   0.37151   0.36388   0.35504   0.34261   0.33455
