 -0.35737  -0.35895  -0.35461  -0.34924
 -0.17044  -0.18186  -0.18050  -0.16277
  0.02552   0.03165   0.03172   0.02998
  0.21374   0.20281   0.19727   0.20577
  0.23678   0.24106   0.23000   0.24722
  0.10827   0.12239   0.11691   0.11721
 -0.07744  -0.05570  -0.06944  -0.08473
 -0.21343  -0.21070  -0.21804  -0.21130
 -0.22315  -0.21871  -0.21427  -0.21619
 -0.07850  -0.06733  -0.08865  -0.09548
  0.09379   0.09943   0.11228   0.11125
  0.22259   0.22624   0.22528   0.22783
  0.20678   0.20662   0.21354   0.21453
  0.08074   0.07776   0.07306   0.07435
 -0.12795  -0.12451  -0.09643  -0.11608
 -0.22442  -0.22974  -0.23206  -0.22334
 -0.21870  -0.20367  -0.21466  -0.20950
 -0.05395  -0.06844  -0.06515  -0.05518
  0.12798   0.13241   0.13674   0.12179
  0.24025   0.23834   0.22539   0.22758
  0.18656   0.20469   0.17515   0.17378
  0.02543   0.02544   0.01339   0.03313
 -0.14915  -0.14637  -0.15560  -0.15045
 -0.22168  -0.22929  -0.22813  -0.21591
 -0.18806  -0.19844  -0.19662  -0.19472
 -0.02463  -0.03816  -0.05294  -0.03623
  0.14031   0.14563   0.14878   0.13553
  0.23892   0.23978   0.25605   0.24317
  0.21623   0.21159   0.20983   0.21113
  0.02043   0.02393   0.05295   0.03944
 -0.16753  -0.16600  -0.17409  -0.17960
 -0.34934  -0.35336  -0.34346  -0.34229

