7.069999999999999896e-03 1.182170866141732737e-02 2.475982840038566321e-03
1.413999999999999979e-02 1.835301574803149816e-02 2.269229380354376244e-03
2.120999999999999969e-02 2.181259842519685938e-02 2.339969732565382824e-03
2.827999999999999958e-02 2.629355118110238143e-02 2.790540810759876977e-03
3.536000000000000254e-02 2.937293700787402609e-02 3.673410325303192153e-03
4.243000000000000244e-02 3.190329133858263444e-02 4.640758811378000413e-03
4.950000000000000233e-02 3.390455905511806367e-02 3.923733814393669250e-03
5.657000000000000223e-02 3.663484251968500416e-02 4.207550489996946669e-03
6.364000000000000212e-02 3.667609448818895390e-02 3.944171582790183088e-03
7.070999999999999508e-02 3.688622834645670368e-02 3.724616420695093817e-03
7.778000000000000191e-02 3.816133070866140065e-02 3.827750694089313791e-03
