0     0
0.03  0.0025
0.06  0.0045
0.09  0.0060
0.12  0.0070
0.15  0.0075
0.18  0.0075
0.21  0.0065
0.24  0.0045
0.27  0.0025
0.30  0.0011
0.33  0.0005
0.36  0.0001
0.39  0.0000
0.42  0.0000
