0     0
0.03  0.0055
0.06  0.0100
0.09  0.0135
0.12  0.0160
0.15  0.0170
0.18  0.0170
0.21  0.0150
0.24  0.0100
0.27  0.0045
0.30  0.0020
0.33  0.0010
0.36  0.0003
0.39  0.0000
0.42  0.0000
