  0.06453   0.05729   0.06579   0.06666
  0.13625   0.13223   0.13557   0.13075
  0.15326   0.14953   0.15261   0.15562
  0.12152   0.12615   0.12869   0.11954
  0.10319   0.10986   0.10697   0.11433
  0.14770   0.14342   0.14138   0.14273
  0.15380   0.14616   0.14371   0.14930
  0.11710   0.11883   0.12122   0.12280
  0.11750   0.12272   0.11290   0.11567
  0.14699   0.14590   0.14494   0.14213
  0.14892   0.14695   0.13687   0.13528
  0.10817   0.10720   0.10439   0.10985
  0.11457   0.11227   0.10825   0.11700
  0.14010   0.14367   0.14632   0.14128
  0.14155   0.13668   0.14911   0.14114
  0.10604   0.10796   0.11662   0.11435
  0.11360   0.11576   0.11757   0.11604
  0.14910   0.15235   0.15256   0.13718
  0.13869   0.13921   0.13617   0.12915
  0.10701   0.10487   0.11934   0.10523
  0.12089   0.11467   0.12262   0.12082
  0.14434   0.14109   0.14891   0.14519
  0.13351   0.13114   0.13194   0.13211
  0.10782   0.10373   0.10793   0.10715
  0.12782   0.11806   0.12213   0.11834
  0.15078   0.14772   0.14919   0.14340
  0.12459   0.12957   0.13294   0.14066
  0.09909   0.09888   0.10379   0.10080
  0.11923   0.13173   0.12140   0.11957
  0.15188   0.15151   0.15328   0.15468
  0.12727   0.12651   0.13408   0.13430
  0.06488   0.06040   0.06440   0.06759
