 -0.36702  -0.37000  -0.37296  -0.36035  -0.34938  -0.34864  -0.37474  -0.36561
 -0.25746  -0.23293  -0.22972  -0.27941  -0.23822  -0.20578  -0.25176  -0.23507
 -0.10528  -0.14359  -0.09588  -0.13715  -0.08801  -0.13917  -0.12905  -0.06749
  0.04200   0.03420   0.02217   0.06749   0.04136   0.03042   0.04646   0.06019
  0.21594   0.17430   0.12279   0.13390   0.12574   0.16094   0.18673   0.13661
  0.23824   0.22768   0.24042   0.20862   0.22722   0.24134   0.21844   0.18744
  0.25468   0.22143   0.22523   0.24397   0.18251   0.24234   0.23953   0.24877
  0.18443   0.16164   0.17698   0.12087   0.13730   0.17657   0.15012   0.14734
  0.04121   0.03432  -0.00919  -0.03179  -0.00754  -0.00847   0.01712   0.02521
 -0.15474  -0.11547  -0.14138  -0.17931  -0.17586  -0.17042  -0.15374  -0.07815
 -0.22992  -0.20671  -0.25940  -0.20392  -0.21000  -0.25608  -0.21818  -0.20013
 -0.18487  -0.25034  -0.26626  -0.26072  -0.22958  -0.23270  -0.25041  -0.22156
 -0.18439  -0.18427  -0.18795  -0.19627  -0.20397  -0.17182  -0.16620  -0.13730
  0.00705  -0.03960   0.01257  -0.01884  -0.05838  -0.01554  -0.01276   0.01807
  0.14786   0.11082   0.14152   0.09781   0.12501   0.13563   0.17374   0.15781
  0.16455   0.19777   0.18121   0.23387   0.18431   0.22656   0.18712   0.23247
  0.21907   0.24083   0.20137   0.17437   0.18243   0.18451   0.17046   0.21627
  0.13161   0.17477   0.16170   0.09498   0.14012   0.11981   0.17864   0.12849
 -0.01317   0.00578  -0.00938   0.01317  -0.02116   0.01060   0.01931  -0.01166
 -0.18278  -0.13232  -0.11281  -0.12117  -0.12477  -0.15210  -0.11302  -0.13648
 -0.22322  -0.23253  -0.18708  -0.18720  -0.25183  -0.24371  -0.23414  -0.24135
 -0.24256  -0.24482  -0.25009  -0.18926  -0.22379  -0.21946  -0.22514  -0.25071
 -0.15397  -0.18436  -0.19329  -0.17939  -0.17974  -0.16922  -0.16995  -0.19459
 -0.06603  -0.03558  -0.02606  -0.06522  -0.05650  -0.03688  -0.02769  -0.03956
  0.06628   0.11802   0.12862   0.11558   0.10241   0.10540   0.13582   0.08479
  0.21648   0.18680   0.23270   0.24685   0.25156   0.17546   0.21808   0.21770
  0.20787   0.18988   0.22118   0.21939   0.19359   0.22212   0.21788   0.23854
  0.13722   0.19598   0.16707   0.14772   0.17372   0.16459   0.17372   0.14539
  0.07189   0.06854   0.07388   0.06684   0.08730   0.09396   0.05587   0.02632
 -0.08320  -0.06727  -0.08211  -0.04392  -0.06087  -0.07751  -0.08185  -0.13033
 -0.23563  -0.21644  -0.25849  -0.22583  -0.23758  -0.23202  -0.26770  -0.27786
 -0.37376  -0.36494  -0.37064  -0.36881  -0.37447  -0.38126  -0.37752  -0.35946
