 -0.32542  -0.34621  -0.34404  -0.34807  -0.34398  -0.34151
 -0.20457  -0.21745  -0.22324  -0.21188  -0.21481  -0.19335
 -0.05009  -0.05412  -0.08700  -0.04985  -0.05062  -0.04690
  0.10281   0.07992   0.08996   0.12361   0.09179   0.09828
  0.19462   0.18237   0.20571   0.21008   0.19235   0.16416
  0.23581   0.22589   0.21967   0.23252   0.24552   0.22583
  0.20305   0.20280   0.16350   0.17247   0.18145   0.19581
  0.06299   0.05753   0.08562   0.07394   0.08866   0.05800
 -0.09184  -0.09595  -0.07215  -0.07102  -0.06825  -0.05463
 -0.20807  -0.21071  -0.20590  -0.19395  -0.17493  -0.20349
 -0.22602  -0.19595  -0.24258  -0.23209  -0.21479  -0.25058
 -0.22926  -0.19994  -0.21324  -0.19692  -0.21158  -0.22242
 -0.14139  -0.11847  -0.11649  -0.13574  -0.08843  -0.12039
  0.05184   0.01146   0.01174   0.01747   0.01973   0.03532
  0.16734   0.16841   0.15180   0.13013   0.15375   0.16417
  0.22336   0.22558   0.24178   0.22474   0.21455   0.22056
  0.23703   0.21330   0.20327   0.19773   0.21948   0.22774
  0.15271   0.13774   0.13461   0.12070   0.13565   0.12489
  0.03578   0.00615  -0.01463  -0.01697  -0.01597  -0.01140
 -0.09856  -0.10976  -0.12519  -0.13472  -0.16565  -0.14638
 -0.20255  -0.21827  -0.21960  -0.20314  -0.20800  -0.21001
 -0.23640  -0.23509  -0.22302  -0.22474  -0.19543  -0.21451
 -0.16363  -0.16550  -0.16307  -0.19354  -0.15925  -0.16617
 -0.03430  -0.05910  -0.04574  -0.04692  -0.04086  -0.06241
  0.08855   0.08971   0.10534   0.10229   0.10313   0.08771
  0.20560   0.20427   0.20651   0.19878   0.19881   0.19471
  0.24304   0.24211   0.24679   0.23783   0.24540   0.21521
  0.20674   0.20590   0.20755   0.22143   0.21955   0.19305
  0.10339   0.14303   0.09123   0.08924   0.06983   0.10758
 -0.03886  -0.03280  -0.05541  -0.03149  -0.04147  -0.02355
 -0.20941  -0.21165  -0.23198  -0.21723  -0.19726  -0.23178
 -0.34053  -0.34399  -0.36442  -0.35734  -0.35558  -0.34725
