 -0.38352  -0.36493  -0.36300  -0.35707  -0.38858  -0.37684  -0.39487  -0.36479
 -0.28370  -0.23555  -0.24745  -0.22708  -0.29192  -0.29297  -0.29592  -0.26001
 -0.16208  -0.13767  -0.17621  -0.12220  -0.15398  -0.17646  -0.14793  -0.10874
  0.01115   0.03412  -0.00192  -0.03613  -0.00795   0.02200   0.00348   0.02778
  0.12399   0.09927   0.11161   0.08492   0.08521   0.13039   0.13515   0.12024
  0.19104   0.19750   0.16291   0.17959   0.20511   0.19712   0.21890   0.17503
  0.24032   0.23219   0.22048   0.22881   0.26061   0.19277   0.21798   0.19908
  0.19229   0.14472   0.20078   0.19647   0.19854   0.15210   0.19073   0.18923
  0.12525   0.07806   0.08254   0.06661   0.06466   0.05954   0.08617   0.06304
 -0.02486  -0.07883  -0.03967  -0.02552  -0.06424  -0.06132  -0.04413  -0.01523
 -0.10899  -0.16091  -0.14185  -0.10971  -0.16181  -0.14592  -0.19219  -0.12686
 -0.22485  -0.21838  -0.20009  -0.19256  -0.24210  -0.23230  -0.21260  -0.20063
 -0.23449  -0.18647  -0.21132  -0.19410  -0.17968  -0.22561  -0.25275  -0.18541
 -0.11808  -0.12869  -0.11734  -0.14337  -0.17920  -0.13369  -0.11978  -0.15643
 -0.02234  -0.03146  -0.03812  -0.00121  -0.03094  -0.07153  -0.04513  -0.01291
  0.09181   0.13663   0.06998   0.12055   0.12625   0.09650   0.10666   0.13219
  0.16066   0.18990   0.19489   0.19216   0.21187   0.17681   0.16222   0.19936
  0.21588   0.18540   0.21088   0.22011   0.21619   0.24162   0.23164   0.22363
  0.24192   0.21900   0.23528   0.21631   0.22675   0.19586   0.20871   0.22153
  0.13442   0.13048   0.11524   0.10009   0.06572   0.07487   0.10854   0.15914
  0.00047  -0.02601   0.00467  -0.03582  -0.05166  -0.01318   0.01608   0.05622
 -0.11987  -0.13259  -0.13917  -0.17756  -0.15833  -0.12687  -0.13056  -0.13675
 -0.27967  -0.24685  -0.23709  -0.25173  -0.28200  -0.26429  -0.28457  -0.28323
 -0.37159  -0.37853  -0.35126  -0.34694  -0.38410  -0.35020  -0.35046  -0.35429
