  0.05088   0.04894   0.04956   0.04057   0.05927   0.05888   0.04270   0.06092
  0.09045   0.11355   0.12102   0.10149   0.10691   0.12261   0.10632   0.13584
  0.13979   0.14040   0.15092   0.15543   0.15721   0.14056   0.14918   0.14220
  0.17403   0.16661   0.16980   0.15337   0.16958   0.14783   0.16231   0.15949
  0.13073   0.12669   0.13451   0.13707   0.16000   0.13618   0.11539   0.11966
  0.08933   0.09891   0.12357   0.09908   0.11188   0.12418   0.11402   0.11848
  0.10490   0.10572   0.10885   0.11498   0.09859   0.08771   0.12304   0.11025
  0.12766   0.13204   0.15019   0.15591   0.14413   0.11971   0.12365   0.14670
  0.15841   0.14024   0.14612   0.15441   0.15649   0.15087   0.15753   0.14265
  0.15465   0.11514   0.13351   0.13790   0.14263   0.13772   0.13524   0.14547
  0.12968   0.11503   0.09656   0.12049   0.10550   0.09719   0.10620   0.11368
  0.11069   0.10560   0.11195   0.10773   0.11533   0.10877   0.09142   0.11076
  0.11817   0.12675   0.13221   0.13196   0.11851   0.12122   0.12185   0.14469
  0.17139   0.14754   0.16248   0.14231   0.13574   0.14231   0.14333   0.14781
  0.12242   0.14978   0.12894   0.13809   0.12799   0.12203   0.12990   0.12688
  0.11136   0.10867   0.09520   0.11160   0.10927   0.11072   0.09075   0.11240
  0.09435   0.10869   0.10168   0.12308   0.10032   0.10260   0.09971   0.10825
  0.13679   0.13537   0.12649   0.12720   0.12856   0.12023   0.12534   0.13484
  0.16436   0.17089   0.15116   0.13860   0.14129   0.14346   0.14455   0.17307
  0.13806   0.13478   0.13113   0.13392   0.13595   0.14640   0.13070   0.13861
  0.09460   0.10645   0.10861   0.10209   0.10296   0.09977   0.10746   0.11385
  0.09470   0.11647   0.09867   0.11091   0.09591   0.11714   0.10692   0.09546
  0.11734   0.13910   0.13117   0.12973   0.11609   0.12209   0.13159   0.13005
  0.13118   0.15965   0.15238   0.15479   0.17268   0.15004   0.14559   0.15091
  0.16503   0.14563   0.12272   0.13861   0.14604   0.14286   0.14504   0.16461
  0.10900   0.14659   0.11325   0.11031   0.12403   0.14029   0.12611   0.12243
  0.11182   0.11770   0.10608   0.12019   0.13181   0.12647   0.10725   0.10332
  0.15218   0.13075   0.15665   0.14383   0.12050   0.13467   0.12721   0.14143
  0.14312   0.17889   0.15611   0.15588   0.16974   0.15886   0.15537   0.15435
  0.14868   0.17973   0.15103   0.17211   0.16368   0.18172   0.13896   0.14775
  0.12182   0.12505   0.11376   0.11948   0.12686   0.10816   0.10917   0.09149
  0.05338   0.05866   0.04118   0.04745   0.05794   0.04530   0.04792   0.04307

