  0.05603   0.05272   0.05515   0.05604   0.05747   0.05583
  0.11357   0.11635   0.11456   0.11228   0.10849   0.11560
  0.15634   0.15431   0.15801   0.15460   0.15535   0.16022
  0.15889   0.15755   0.15464   0.15696   0.15565   0.15552
  0.12314   0.12445   0.13056   0.12886   0.12689   0.12557
  0.11020   0.11535   0.11055   0.11028   0.10950   0.11301
  0.12394   0.12680   0.12742   0.13040   0.13177   0.12377
  0.15425   0.15602   0.15398   0.15373   0.15493   0.15058
  0.15544   0.15323   0.15366   0.15100   0.15487   0.15485
  0.12638   0.13044   0.13063   0.12685   0.12206   0.12394
  0.11013   0.10962   0.11129   0.10568   0.10547   0.10689
  0.12699   0.12747   0.13138   0.12619   0.12539   0.12716
  0.15687   0.15409   0.15918   0.15956   0.15984   0.16140
  0.15660   0.15197   0.15265   0.15520   0.15813   0.15439
  0.11200   0.11796   0.11649   0.11559   0.11407   0.11326
  0.05255   0.05531   0.05245   0.05619   0.05624   0.05292
