  0.05328   0.04824   0.04581   0.04049   0.04707   0.05106
  0.09919   0.09783   0.09197   0.09941   0.09778   0.10328
  0.15136   0.15993   0.14817   0.14787   0.14225   0.14359
  0.15803   0.16113   0.15839   0.15768   0.16236   0.15707
  0.13437   0.12712   0.12837   0.13527   0.13356   0.12502
  0.11214   0.10902   0.10686   0.11141   0.10717   0.10590
  0.11752   0.11711   0.11897   0.11887   0.11507   0.11775
  0.14365   0.14424   0.14222   0.14103   0.14132   0.12790
  0.14393   0.13884   0.14307   0.13761   0.15269   0.13692
  0.13744   0.12821   0.12726   0.13294   0.12695   0.13266
  0.12500   0.12498   0.12108   0.12545   0.12938   0.12670
  0.15132   0.13239   0.14079   0.13214   0.14529   0.14323
  0.13395   0.13367   0.13943   0.13649   0.13935   0.15167
  0.12832   0.13429   0.13243   0.12246   0.12731   0.12591
  0.12938   0.12985   0.12960   0.12763   0.13115   0.12400
  0.14281   0.14410   0.14709   0.14530   0.14746   0.14586
  0.14716   0.14554   0.14738   0.14376   0.14155   0.15047
  0.11348   0.12744   0.12519   0.11981   0.12537   0.12095
  0.10659   0.10806   0.10947   0.11297   0.10951   0.10603
  0.12640   0.12602   0.12922   0.13216   0.13451   0.12120
  0.15337   0.15842   0.15051   0.15580   0.15422   0.15998
  0.14431   0.16590   0.15006   0.15286   0.14873   0.14752
  0.09880   0.10515   0.10949   0.11252   0.09853   0.11328
  0.04446   0.04703   0.04490   0.04886   0.05522   0.05898
