1 1 0.049526780242999946 0.358167239096
1 2 0.049020754765999985 -0.3581722278
1 3 0.04830998102399997 0.359598072534
1 4 0.04934155857599998 -0.358541605999
1 5 0.04883118604400005 0.359156834852
1 6 0.04859680997100002 -0.358390842793
2 1 0.11301740025100004 -0.242268802663
2 2 0.11220917584300005 0.24274738604
2 3 0.10933225186999995 -0.246631652057
2 4 0.11314537494499999 0.240939460285
2 5 0.111151670624 -0.244625035721
2 6 0.11153852317000001 0.244423181681
3 1 0.16857739370000002 0.0795268371744
3 2 0.16703773233100006 -0.08373061446
3 3 0.16162002806999998 0.10249978205
3 4 0.167330486442 -0.0830740490101
3 5 0.16486017633299999 0.09176118506
3 6 0.166696642171 -0.0846975787749
4 1 0.167276454919 0.0877349891753
4 2 0.16734394111999995 -0.0818768886384
4 3 0.16741862041400002 0.0810827898485
4 4 0.167995764112 -0.0888702560785
4 5 0.16726197258599995 0.0859355153243
4 6 0.16646190793899995 -0.0777164584659
5 1 0.11985688543499995 -0.212758725543
5 2 0.12069968205600001 0.20887033803
5 3 0.11947371106500004 -0.208949439397
5 4 0.11881083236199996 0.216502431038
5 5 0.11935904051000001 -0.211431970622
5 6 0.12177682489099995 0.204622549501
6 1 0.09496950495599998 0.247304354737
6 2 0.09090152954800002 -0.240827169612
6 3 0.09300585029899999 0.253817518063
6 4 0.09438568798699998 -0.253656674697
6 5 0.09449641584599999 0.251189190637
6 6 0.08825018289999997 -0.230139170894
7 1 0.12606815785699999 -0.184354691681
7 2 0.115789719628 0.204328056192
7 3 0.11848342377700005 -0.206946655937
7 4 0.13001476066399997 0.187628530496
7 5 0.12327474103299996 -0.193243965004
7 6 0.10465670355199996 0.216171850396
8 1 0.17179166262400003 0.0190017091198
8 2 0.162352721391 -0.0005940294583
8 3 0.14487445293900003 0.11510207242
8 4 0.16964296779700005 -0.0441204314299
8 5 0.15595861070399997 0.0752748106707
8 6 0.15325821015499996 0.0146517219873
9 1 0.14868749662299996 0.146266478463
9 2 0.14488502200999998 -0.146568524237
9 3 0.12632635455999996 0.155768821232
9 4 0.14824030809400002 -0.133116257729
9 5 0.13650215096700002 0.151999225416
9 6 0.14359775145499998 -0.142938569564
10 1 0.10369186276200004 -0.240401049621
10 2 0.106104945196 0.237374909426
10 3 0.10005137612600001 -0.195406350784
10 4 0.10532899519100003 0.230163947203
10 5 0.10172868693399995 -0.217935998674
