  0.04874   0.04975   0.05238   0.05493   0.05232   0.05001   0.05306   0.05061
  0.10252   0.10106   0.11811   0.10793   0.10281   0.10554   0.11489   0.10280
  0.13886   0.13598   0.15129   0.14857   0.14848   0.14966   0.15296   0.14100
  0.15224   0.15267   0.16050   0.15745   0.16047   0.14985   0.15971   0.15663
  0.14200   0.14812   0.14287   0.13547   0.13543   0.13670   0.14229   0.13838
  0.11985   0.12331   0.12632   0.12728   0.12791   0.12703   0.12190   0.13066
  0.13122   0.13830   0.13019   0.13523   0.15188   0.13594   0.14119   0.13837
  0.14816   0.15939   0.14909   0.14385   0.14447   0.14764   0.15100   0.15698
  0.14332   0.15303   0.15219   0.14528   0.14580   0.14383   0.14854   0.14454
  0.12662   0.12416   0.12705   0.12698   0.13341   0.13429   0.13363   0.12199
  0.12375   0.12469   0.12119   0.11881   0.11903   0.12056   0.13114   0.12901
  0.14278   0.13859   0.14219   0.14595   0.13274   0.13873   0.14200   0.14692
  0.14824   0.14416   0.15996   0.15947   0.14905   0.14881   0.15790   0.16236
  0.14058   0.13682   0.14174   0.14808   0.13807   0.14284   0.14681   0.14115
  0.10109   0.10159   0.09604   0.10000   0.09522   0.09834   0.10136   0.10283
  0.05058   0.05074   0.04958   0.04876   0.04830   0.05224   0.05151   0.05082
