  0.06546   0.07044   0.06690   0.06798
  0.13621   0.13485   0.13098   0.13481
  0.15673   0.15312   0.15771   0.15529
  0.12373   0.12191   0.12381   0.12422
  0.10955   0.11491   0.11382   0.11311
  0.14106   0.14197   0.13977   0.14400
  0.14881   0.14996   0.14597   0.15093
  0.11598   0.11402   0.11627   0.11662
  0.11662   0.11803   0.11841   0.11713
  0.14388   0.14911   0.14807   0.14371
  0.14090   0.14465   0.14300   0.13995
  0.10751   0.11368   0.11210   0.11029
  0.11961   0.12173   0.12374   0.11983
  0.15579   0.15837   0.15565   0.15703
  0.14153   0.13567   0.13369   0.13671
  0.06755   0.06725   0.06921   0.06871
