7.069999999999999896e-03 3.106666666666666864e-03 6.141480096668699680e-04
1.413999999999999979e-02 7.211666666666666572e-03 1.261608541153360621e-03
2.120999999999999969e-02 1.217666666666666724e-02 1.976437311033275683e-03
2.827999999999999958e-02 1.685000000000000039e-02 2.698761444317250568e-03
3.536000000000000254e-02 2.019333333333333397e-02 3.170899626989861532e-03
4.243000000000000244e-02 2.426833333333333273e-02 3.746653988709273703e-03
4.950000000000000233e-02 2.606666666666666507e-02 3.801794020956129460e-03
5.657000000000000223e-02 2.789499999999999966e-02 4.094525410024136940e-03
6.364000000000000212e-02 3.002833333333333396e-02 3.797024639255203865e-03
7.070999999999999508e-02 3.203166666666666662e-02 3.643270889980290955e-03
7.778000000000000191e-02 3.337999999999999995e-02 3.528955463967583823e-03
8.484999999999999487e-02 3.507666666666667266e-02 3.336026245566889054e-03
9.192000000000000171e-02 3.614833333333333787e-02 3.211001314924122590e-03
9.898999999999999466e-02 3.708000000000000185e-02 3.236066542373110949e-03
1.060699999999999976e-01 3.853499999999999981e-02 2.864751007213947771e-03
1.131400000000000045e-01 3.995500000000000440e-02 2.647344266744819635e-03
1.202099999999999974e-01 4.142999999999999461e-02 2.467406195447627380e-03
1.272800000000000042e-01 4.292500000000000482e-02 2.420257217735338317e-03
1.343499999999999972e-01 4.421500000000000430e-02 2.391494302732079941e-03
1.414199999999999902e-01 4.555499999999999827e-02 2.423233033229229595e-03
