7.069999999999999896e-03 1.347699999999999940e-02 1.834178044792816702e-03
1.413999999999999979e-02 1.560000000000000102e-02 1.335992140695445784e-03
2.120999999999999969e-02 1.872400000000000106e-02 1.702214263834021541e-03
2.827999999999999958e-02 2.151399999999999840e-02 2.154225475664049011e-03
3.536000000000000254e-02 2.488900000000000140e-02 1.797065914205708999e-03
4.243000000000000244e-02 2.840299999999999769e-02 1.768798490501391268e-03
4.950000000000000233e-02 3.011399999999999841e-02 1.307366589752086269e-03
5.657000000000000223e-02 3.228400000000000020e-02 1.040637977396558292e-03
6.364000000000000212e-02 3.387400000000000133e-02 9.906343422272413397e-04
7.070999999999999508e-02 3.519199999999999412e-02 1.233843020809373631e-03
7.778000000000000191e-02 3.671500000000000458e-02 1.019751685460730441e-03
8.484999999999999487e-02 3.844100000000000295e-02 1.096727359009521579e-03
9.192000000000000171e-02 3.920699999999999880e-02 1.226081604135711902e-03
9.898999999999999466e-02 4.009400000000000464e-02 1.456009409310255690e-03
1.060699999999999976e-01 4.145299999999999679e-02 1.488275209764645815e-03
1.131400000000000045e-01 4.253500000000000336e-02 1.682237349484310687e-03
1.202099999999999974e-01 4.391899999999999971e-02 1.389979100562306700e-03
1.272800000000000042e-01 4.548099999999999365e-02 1.295751866678184665e-03
1.343499999999999972e-01 4.698199999999999599e-02 1.186608022895513630e-03
1.414199999999999902e-01 4.832499999999999296e-02 1.230263183225442951e-03
