7.069999999999999896e-03 2.388799999999999951e-02 1.642141285030006498e-03
1.413999999999999979e-02 2.722800000000000220e-02 7.062421680981675930e-04
2.120999999999999969e-02 2.894200000000000245e-02 7.778894523002604288e-04
2.827999999999999958e-02 3.119799999999999657e-02 8.972636178961010704e-04
3.536000000000000254e-02 3.265399999999999553e-02 7.294216887370427206e-04
4.243000000000000244e-02 3.383599999999999802e-02 7.333553027012209560e-04
4.950000000000000233e-02 3.549599999999999977e-02 7.605077251415661528e-04
5.657000000000000223e-02 3.727199999999999958e-02 8.261876300211716626e-04
6.364000000000000212e-02 3.844199999999999701e-02 8.846558652945220487e-04
7.070999999999999508e-02 3.969599999999999518e-02 1.182505813939195918e-03
7.778000000000000191e-02 4.088399999999999673e-02 8.718428757522769627e-04
8.484999999999999487e-02 4.200800000000000367e-02 7.404782238526662558e-04
9.192000000000000171e-02 4.333000000000000046e-02 5.758767229190632757e-04
9.898999999999999466e-02 4.465200000000000419e-02 7.339877383172011775e-04
1.060699999999999976e-01 4.550600000000000478e-02 5.497599476135023484e-04
1.131400000000000045e-01 4.651799999999999685e-02 9.535376237988726520e-04
1.202099999999999974e-01 4.809599999999999986e-02 6.356429815548978639e-04
1.272800000000000042e-01 4.932399999999999285e-02 7.772206893797926333e-04
1.343499999999999972e-01 5.064199999999999258e-02 6.902767560913520466e-04
1.414199999999999902e-01 5.228000000000000008e-02 1.022941836078668839e-03
