7.069999999999999896e-03 9.491764705882354061e-03 2.028889913346793462e-03
1.413999999999999979e-02 1.332470588235294164e-02 1.608927325966023718e-03
2.120999999999999969e-02 1.684941176470588359e-02 1.587393234420475963e-03
2.827999999999999958e-02 2.047647058823529737e-02 1.728800600527747710e-03
3.536000000000000254e-02 2.339647058823529635e-02 1.518634184483312350e-03
4.243000000000000244e-02 2.644823529411764740e-02 1.455898926891784203e-03
4.950000000000000233e-02 2.893058823529411419e-02 1.391532840958454361e-03
5.657000000000000223e-02 3.146823529411765102e-02 1.334152591951852460e-03
6.364000000000000212e-02 3.326882352941176735e-02 1.262217766556012182e-03
7.070999999999999508e-02 3.525882352941176606e-02 1.321262734167961582e-03
7.778000000000000191e-02 3.715117647058823608e-02 1.284404425510879194e-03
8.484999999999999487e-02 3.888764705882352679e-02 1.359400954321504824e-03
9.192000000000000171e-02 4.038000000000000617e-02 1.315249657251296896e-03
9.898999999999999466e-02 4.211117647058824215e-02 1.407227115243828630e-03
1.060699999999999976e-01 4.327529411764707151e-02 1.280035714696124444e-03
1.131400000000000045e-01 4.438941176470588557e-02 1.206517041176500844e-03
1.202099999999999974e-01 4.543117647058823871e-02 1.243423915151305875e-03
1.272800000000000042e-01 4.654941176470588776e-02 1.347478606718041086e-03
1.343499999999999972e-01 4.730823529411764400e-02 1.349789612029716947e-03
1.414199999999999902e-01 4.811058823529411332e-02 1.415260493118797314e-03
