7.069999999999999896e-03 2.518181818181818715e-03 7.626382201581431795e-04
1.413999999999999979e-02 5.909090909090908977e-03 8.421916063034729774e-04
2.120999999999999969e-02 9.088181818181818167e-03 1.089983560556762130e-03
2.827999999999999958e-02 1.233909090909091240e-02 1.411841570107423994e-03
3.536000000000000254e-02 1.496272727272727164e-02 1.541548320567060534e-03
4.243000000000000244e-02 1.772454545454545810e-02 1.739510410667448499e-03
4.950000000000000233e-02 2.011818181818181631e-02 1.871826931933196457e-03
5.657000000000000223e-02 2.249636363636363726e-02 2.015850116069719828e-03
6.364000000000000212e-02 2.432363636363636325e-02 2.141801116125587913e-03
7.070999999999999508e-02 2.635090909090909150e-02 2.368052676480725868e-03
7.778000000000000191e-02 2.807909090909090424e-02 2.302623711752827852e-03
8.484999999999999487e-02 2.970909090909090722e-02 2.315612999020379755e-03
9.192000000000000171e-02 3.109272727272727188e-02 2.280246866042725477e-03
9.898999999999999466e-02 3.265454545454544999e-02 2.230205069189516824e-03
1.060699999999999976e-01 3.398090909090908940e-02 2.354563339540867700e-03
1.131400000000000045e-01 3.520545454545454672e-02 2.496927157357821565e-03
1.202099999999999974e-01 3.659545454545454213e-02 2.391839557499716301e-03
1.272800000000000042e-01 3.803272727272727360e-02 2.412723878503158538e-03
1.343499999999999972e-01 3.950272727272727269e-02 2.385528196932941783e-03
1.414199999999999902e-01 4.091727272727272574e-02 2.288675350722937669e-03
1.484900000000000109e-01 4.193818181818181889e-02 2.413081538073554976e-03
1.555600000000000038e-01 4.314818181818182163e-02 2.577616721690191137e-03
1.626299999999999968e-01 4.465090909090908833e-02 2.547290394639092903e-03
1.697099999999999997e-01 4.586636363636363567e-02 2.576722010337450987e-03
1.767799999999999927e-01 4.705818181818181845e-02 2.525377090958931450e-03
1.838500000000000134e-01 4.854272727272726518e-02 2.493337930277498681e-03
1.909200000000000064e-01 4.956181818181817911e-02 2.526122798616281615e-03
1.979899999999999993e-01 5.044090909090908487e-02 2.579793525771456250e-03
2.050599999999999923e-01 5.193909090909090698e-02 2.725732884854871908e-03
2.121300000000000130e-01 5.337181818181818693e-02 2.863487100924330588e-03
