0.00707    0.021232159895747678    0.004313735467872608
0.01414    0.02577065150188021    0.003453389166608677
0.02121    0.02980166738588412    0.0029504624388075737
0.02828    0.034003984822370395    0.002981198774894353
0.03536    0.039009792231766066    0.0037236553408093107
0.04243    0.04358008993857537    0.005043534636381728
0.0495    0.04608348903963913    0.004882535705615785
0.05657    0.04971557122993031    0.005648387741193644
0.06364    0.05046077182953508    0.005721811017632922
0.07071    0.05103892503099466    0.006097159928298128
0.07778    0.051394644194972944    0.005194784571404511
0.08485    0.051992132443472866    0.005330040812942015
0.09192    0.05320922911015676    0.004190857948763782
0.09899    0.053980407515908255    0.0034058833102089897
0.10607    0.05484625887891105    0.002734668013237262
0.11314    0.05612808492503013    0.0031810378396630815
0.12021    0.05469114555506459    0.002523041945357509
0.12728    0.05374384849640727    0.003255174413528358
0.13435    0.05638753048754386    0.0024400637609477203
0.14142    0.05734265211663997    0.0029820326809824574
